NEGERI,PPD,PUSAT,SEMESTER,BIDANG,PAKEJ MATA PELAJARAN
KELANTAN,GUA MUSANG,SMK TENGKU INDERA PETRA (1),SEMESTER 1,SAINS SOSIAL,"BI (MUET), PA, BM, SEJ, SV, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, SEJ, KMK, GEO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, PP, GEO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, EKO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, GEO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, KMK, EKO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, KMK"
KELANTAN,GUA MUSANG,SMK TENGKU INDERA PETRA (1),SEMESTER 1,SAINS SOSIAL,"BI (MUET), PA, SEJ, KMK, GEO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, PP, GEO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, EKO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, GEO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, KMK, EKO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, KMK"
KELANTAN,GUA MUSANG,SMK TENGKU INDERA PETRA (1),SEMESTER 3,SAINS SOSIAL,"BI (MUET), PA, BM, PP, GEO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, EKO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, GEO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, KMK, EKO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, KMK"
KELANTAN,GUA MUSANG,SMK TENGKU INDERA PETRA (1),SEMESTER 3,SAINS SOSIAL,"BI (MUET), PA, BM, SEJ, EKO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, GEO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, KMK, EKO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, KMK"
KELANTAN,GUA MUSANG,SMK TENGKU INDERA PETRA (1),SEMESTER 3,SAINS SOSIAL,"BI (MUET), PA, BM, SEJ, GEO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, KMK, EKO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, KMK"
KELANTAN,GUA MUSANG,SMK TENGKU INDERA PETRA (1),SEMESTER 3,SAINS SOSIAL,"BI (MUET), PA, BM, SEJ, KMK, EKO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, KMK"
KELANTAN,GUA MUSANG,SMK TENGKU INDERA PETRA (1),SEMESTER 3,SAINS SOSIAL,"BI (MUET), PA, BM, SEJ, KMK"
KELANTAN,GUA MUSANG,SMK BANDAR CHIKU,SEMESTER 1,SAINS SOSIAL,"BI (MUET), PA, BM, KMK, SV, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, EKO, PP, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, GEO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, KMK, SV, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, GEO, EKO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, PP"
KELANTAN,GUA MUSANG,SMK BANDAR CHIKU,SEMESTER 1,SAINS SOSIAL,"BI (MUET), PA, BM, SEJ, EKO, PP, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, GEO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, KMK, SV, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, GEO, EKO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, PP"
KELANTAN,GUA MUSANG,SMK BANDAR CHIKU,SEMESTER 1,SAINS SOSIAL,"BI (MUET), PA, BM, SEJ, GEO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, KMK, SV, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, GEO, EKO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, PP"
KELANTAN,GUA MUSANG,SMK BANDAR CHIKU,SEMESTER 3,SAINS SOSIAL,"BI (MUET), PA, BM, KMK, SV, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, GEO, EKO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, PP"
KELANTAN,GUA MUSANG,SMK BANDAR CHIKU,SEMESTER 3,SAINS SOSIAL,"BI (MUET), PA, BM, SEJ, GEO, EKO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, PP"
KELANTAN,GUA MUSANG,SMK BANDAR CHIKU,SEMESTER 3,SAINS SOSIAL,"BI (MUET), PA, BM, SEJ, PP"
KELANTAN,BACHOK,SMK BADAK,SEMESTER 1,SAINS SOSIAL,"BI (MUET), PA, SEJ, BM, GEO, SV, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, SEJ, BM, KMK, EKO, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, SEJ, BM, KMK, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, SEJ, BM, SV, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SEJ, BM, GEO, SV, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SEJ, BM, KMK, EKO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SEJ, BM, KMK, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SEJ, BM, SV"
KELANTAN,BACHOK,SMK BADAK,SEMESTER 1,SAINS SOSIAL,"BI (MUET), PA, SEJ, BM, KMK, EKO, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, SEJ, BM, KMK, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, SEJ, BM, SV, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SEJ, BM, GEO, SV, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SEJ, BM, KMK, EKO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SEJ, BM, KMK, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SEJ, BM, SV"
KELANTAN,BACHOK,SMK BADAK,SEMESTER 1,SAINS SOSIAL,"BI (MUET), PA, SEJ, BM, KMK, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, SEJ, BM, SV, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SEJ, BM, GEO, SV, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SEJ, BM, KMK, EKO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SEJ, BM, KMK, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SEJ, BM, SV"
KELANTAN,BACHOK,SMK BADAK,SEMESTER 1,SAINS SOSIAL,"BI (MUET), PA, SEJ, BM, SV, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SEJ, BM, GEO, SV, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SEJ, BM, KMK, EKO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SEJ, BM, KMK, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SEJ, BM, SV"
KELANTAN,BACHOK,SMK BADAK,SEMESTER 3,SAINS SOSIAL,"BI (MUET), PA, SEJ, BM, GEO, SV, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SEJ, BM, KMK, EKO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SEJ, BM, KMK, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SEJ, BM, SV"
KELANTAN,BACHOK,SMK BADAK,SEMESTER 3,SAINS SOSIAL,"BI (MUET), PA, SEJ, BM, KMK, EKO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SEJ, BM, KMK, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SEJ, BM, SV"
KELANTAN,BACHOK,SMK BADAK,SEMESTER 3,SAINS SOSIAL,"BI (MUET), PA, SEJ, BM, KMK, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SEJ, BM, SV"
KELANTAN,BACHOK,SMK BADAK,SEMESTER 3,SAINS SOSIAL,"BI (MUET), PA, SEJ, BM, SV"
KELANTAN,BACHOK,SMK LONG YUNUS,SEMESTER 1,SAINS SOSIAL,"BI (MUET), PA, BM, SEJ, KMK, PP, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, SV, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, KMK, SEJ, EKO, GEO, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, KMK, SEJ, SV, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, KMK, pp, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, SV, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, KMK, SEJ, EKO, GEO"
KELANTAN,BACHOK,SMK LONG YUNUS,SEMESTER 1,SAINS SOSIAL,"BI (MUET), PA, BM, SEJ, SV, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, KMK, SEJ, EKO, GEO, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, KMK, SEJ, SV, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, KMK, pp, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, SV, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, KMK, SEJ, EKO, GEO"
KELANTAN,BACHOK,SMK LONG YUNUS,SEMESTER 1,SAINS SOSIAL,"BI (MUET), PA, KMK, SEJ, EKO, GEO, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, KMK, SEJ, SV, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, KMK, pp, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, SV, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, KMK, SEJ, EKO, GEO"
KELANTAN,BACHOK,SMK LONG YUNUS,SEMESTER 1,SAINS SOSIAL,"BI (MUET), PA, KMK, SEJ, SV, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, KMK, pp, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, SV, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, KMK, SEJ, EKO, GEO"
KELANTAN,BACHOK,SMK LONG YUNUS,SEMESTER 3,SAINS SOSIAL,"BI (MUET), PA, BM, SEJ, KMK, pp, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, SV, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, KMK, SEJ, EKO, GEO"
KELANTAN,BACHOK,SMK LONG YUNUS,SEMESTER 3,SAINS SOSIAL,"BI (MUET), PA, BM, SEJ, SV, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, KMK, SEJ, EKO, GEO"
KELANTAN,BACHOK,SMK LONG YUNUS,SEMESTER 3,SAINS SOSIAL,"BI (MUET), PA, KMK, SEJ, EKO, GEO"
KELANTAN,BACHOK,SMK SRI GUNUNG,SEMESTER 1,SAINS SOSIAL,"BI (MUET), PA, BM, SEJ, EKO, KMK, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, GEO, KMK, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, KMK, SV, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, PP, GEO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, EKO, KMK, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, GEO, KMK, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, GEO, PP, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, SV, KMK"
KELANTAN,BACHOK,SMK SRI GUNUNG,SEMESTER 1,SAINS SOSIAL,"BI (MUET), PA, BM, SEJ, GEO, KMK, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, KMK, SV, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, PP, GEO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, EKO, KMK, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, GEO, KMK, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, GEO, PP, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, SV, KMK"
KELANTAN,BACHOK,SMK SRI GUNUNG,SEMESTER 1,SAINS SOSIAL,"BI (MUET), PA, BM, SEJ, KMK, SV, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, PP, GEO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, EKO, KMK, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, GEO, KMK, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, GEO, PP, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, SV, KMK"
KELANTAN,BACHOK,SMK SRI GUNUNG,SEMESTER 1,SAINS SOSIAL,"BI (MUET), PA, BM, SEJ, PP, GEO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, EKO, KMK, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, GEO, KMK, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, GEO, PP, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, SV, KMK"
KELANTAN,BACHOK,SMK SRI GUNUNG,SEMESTER 3,SAINS SOSIAL,"BI (MUET), PA, BM, SEJ, EKO, KMK, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, GEO, KMK, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, GEO, PP, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, SV, KMK"
KELANTAN,BACHOK,SMK SRI GUNUNG,SEMESTER 3,SAINS SOSIAL,"BI (MUET), PA, BM, SEJ, GEO, KMK, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, GEO, PP, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, SV, KMK"
KELANTAN,BACHOK,SMK SRI GUNUNG,SEMESTER 3,SAINS SOSIAL,"BI (MUET), PA, BM, SEJ, GEO, PP, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, SV, KMK"
KELANTAN,BACHOK,SMK SRI GUNUNG,SEMESTER 3,SAINS SOSIAL,"BI (MUET), PA, BM, SEJ, SV, KMK"
KELANTAN,BACHOK,SMK DATO' PERDANA,SEMESTER 1,SAINS,"BI (MUET), PA, MT, BIO, CHE, PHY, SEMESTER 1, SAINS, BI (MUET), PA, MT, EKO, CHE, SS, SEMESTER 3, SAINS, BI (MUET), PA, MT, BIO, CHE, PHY, SEMESTER 3, SAINS, BI (MUET), PA, MT, EKO, CHE, SS"
KELANTAN,BACHOK,SMK DATO' PERDANA,SEMESTER 1,SAINS,"BI (MUET), PA, MT, EKO, CHE, SS, SEMESTER 3, SAINS, BI (MUET), PA, MT, BIO, CHE, PHY, SEMESTER 3, SAINS, BI (MUET), PA, MT, EKO, CHE, SS"
KELANTAN,BACHOK,SMK DATO' PERDANA,SEMESTER 3,SAINS,"BI (MUET), PA, MT, BIO, CHE, PHY, SEMESTER 3, SAINS, BI (MUET), PA, MT, EKO, CHE, SS"
KELANTAN,BACHOK,SMK DATO' PERDANA,SEMESTER 3,SAINS,"BI (MUET), PA, MT, EKO, CHE, SS"
KELANTAN,BACHOK,SMK BACHOK,SEMESTER 1,SAINS SOSIAL,"BI (MUET), PA, BM, SEJ, EKO, GEO, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, PP, GEO, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, BM, SV, PP, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, SEJ, SV, KMK, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, EKO, GEO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, PP, GEO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SV, PP, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SEJ, SV, KMK"
KELANTAN,BACHOK,SMK BACHOK,SEMESTER 1,SAINS SOSIAL,"BI (MUET), PA, BM, SEJ, PP, GEO, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, BM, SV, PP, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, SEJ, SV, KMK, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, EKO, GEO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, PP, GEO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SV, PP, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SEJ, SV, KMK"
KELANTAN,BACHOK,SMK BACHOK,SEMESTER 1,SAINS SOSIAL,"BI (MUET), PA, BM, SV, PP, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, SEJ, SV, KMK, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, EKO, GEO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, PP, GEO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SV, PP, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SEJ, SV, KMK"
KELANTAN,BACHOK,SMK BACHOK,SEMESTER 1,SAINS SOSIAL,"BI (MUET), PA, SEJ, SV, KMK, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, EKO, GEO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, PP, GEO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SV, PP, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SEJ, SV, KMK"
KELANTAN,BACHOK,SMK BACHOK,SEMESTER 3,SAINS SOSIAL,"BI (MUET), PA, BM, SEJ, EKO, GEO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, PP, GEO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SV, PP, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SEJ, SV, KMK"
KELANTAN,BACHOK,SMK BACHOK,SEMESTER 3,SAINS SOSIAL,"BI (MUET), PA, BM, SEJ, PP, GEO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SV, PP, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SEJ, SV, KMK"
KELANTAN,BACHOK,SMK BACHOK,SEMESTER 3,SAINS SOSIAL,"BI (MUET), PA, BM, SV, PP, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SEJ, SV, KMK"
KELANTAN,BACHOK,SMK BACHOK,SEMESTER 3,SAINS SOSIAL,"BI (MUET), PA, SEJ, SV, KMK"
KELANTAN,BACHOK,SMKA TOK BACHOK,SEMESTER 1,SAINS SOSIAL,"BI (MUET), PA, TAH, BA, SYA, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, TAH, BA, SYA"
KELANTAN,BACHOK,SMKA TOK BACHOK,SEMESTER 3,SAINS SOSIAL,"BI (MUET), PA, TAH, BA, SYA"
KELANTAN,TUMPAT,SMK CHABANG EMPAT,SEMESTER 1,SAINS SOSIAL,"BI (MUET), PA, BM, GEO, KMK, EKO, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, BM, GEO, SEJ, EKO, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, KMK, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, SV, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, GEO, SEJ, EKO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, GEO, SEJ, KMK, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, KMK, SV"
KELANTAN,TUMPAT,SMK CHABANG EMPAT,SEMESTER 1,SAINS SOSIAL,"BI (MUET), PA, BM, GEO, SEJ, EKO, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, KMK, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, SV, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, GEO, SEJ, EKO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, GEO, SEJ, KMK, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, KMK, SV"
KELANTAN,TUMPAT,SMK CHABANG EMPAT,SEMESTER 1,SAINS SOSIAL,"BI (MUET), PA, BM, SEJ, KMK, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, SV, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, GEO, SEJ, EKO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, GEO, SEJ, KMK, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, KMK, SV"
KELANTAN,TUMPAT,SMK CHABANG EMPAT,SEMESTER 1,SAINS SOSIAL,"BI (MUET), PA, BM, SEJ, SV, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, GEO, SEJ, EKO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, GEO, SEJ, KMK, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, KMK, SV"
KELANTAN,TUMPAT,SMK CHABANG EMPAT,SEMESTER 3,SAINS SOSIAL,"BI (MUET), PA, BM, GEO, SEJ, EKO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, GEO, SEJ, KMK, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, KMK, SV"
KELANTAN,TUMPAT,SMK CHABANG EMPAT,SEMESTER 3,SAINS SOSIAL,"BI (MUET), PA, BM, GEO, SEJ, KMK, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, KMK, SV"
KELANTAN,TUMPAT,SMK CHABANG EMPAT,SEMESTER 3,SAINS SOSIAL,"BI (MUET), PA, BM, SEJ, KMK, SV"
KELANTAN,TUMPAT,SMK DATO' BIJI WANGSA,SEMESTER 1,SAINS SOSIAL,"BI (MUET), PA, BM, SEJ, EKO, KMK, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, KMK, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, EKO, KMK, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, KMK"
KELANTAN,TUMPAT,SMK DATO' BIJI WANGSA,SEMESTER 1,SAINS SOSIAL,"BI (MUET), PA, BM, SEJ, KMK, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, EKO, KMK, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, KMK"
KELANTAN,TUMPAT,SMK DATO' BIJI WANGSA,SEMESTER 3,SAINS SOSIAL,"BI (MUET), PA, BM, SEJ, EKO, KMK, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, KMK"
KELANTAN,TUMPAT,SMK DATO' BIJI WANGSA,SEMESTER 3,SAINS SOSIAL,"BI (MUET), PA, BM, SEJ, KMK"
KELANTAN,TUMPAT,SMK KAMPONG LAUT,SEMESTER 1,SAINS SOSIAL,"BI (MUET), PA, BM, SEJ, EKO, PP, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, GEO, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, SV, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, EKO, PP, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, GEO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, SV"
KELANTAN,TUMPAT,SMK KAMPONG LAUT,SEMESTER 1,SAINS SOSIAL,"BI (MUET), PA, BM, SEJ, GEO, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, SV, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, EKO, PP, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, GEO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, SV"
KELANTAN,TUMPAT,SMK KAMPONG LAUT,SEMESTER 1,SAINS SOSIAL,"BI (MUET), PA, BM, SEJ, SV, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, EKO, PP, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, GEO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, SV"
KELANTAN,TUMPAT,SMK KAMPONG LAUT,SEMESTER 3,SAINS SOSIAL,"BI (MUET), PA, BM, SEJ, EKO, PP, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, GEO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, SV"
KELANTAN,TUMPAT,SMK KAMPONG LAUT,SEMESTER 3,SAINS SOSIAL,"BI (MUET), PA, BM, SEJ, GEO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, SV"
KELANTAN,TUMPAT,SMK KAMPONG LAUT,SEMESTER 3,SAINS SOSIAL,"BI (MUET), PA, BM, SEJ, SV"
KELANTAN,TUMPAT,SMK MAHMUD MAHYIDIN,SEMESTER 1,SAINS,"BI (MUET), PA, MT, CHE, BIO, SS, SEMESTER 1, SAINS, BI (MUET), PA, MT, CHE, PHY, SS, SEMESTER 3, SAINS, BI (MUET), PA, MT, CHE, BIO, SS, SEMESTER 3, SAINS, BI (MUET), PA, MT, CHE, PHY, SS"
KELANTAN,TUMPAT,SMK MAHMUD MAHYIDIN,SEMESTER 1,SAINS,"BI (MUET), PA, MT, CHE, PHY, SS, SEMESTER 3, SAINS, BI (MUET), PA, MT, CHE, BIO, SS, SEMESTER 3, SAINS, BI (MUET), PA, MT, CHE, PHY, SS"
KELANTAN,TUMPAT,SMK MAHMUD MAHYIDIN,SEMESTER 3,SAINS,"BI (MUET), PA, MT, CHE, BIO, SS, SEMESTER 3, SAINS, BI (MUET), PA, MT, CHE, PHY, SS"
KELANTAN,TUMPAT,SMK MAHMUD MAHYIDIN,SEMESTER 3,SAINS,"BI (MUET), PA, MT, CHE, PHY, SS"
KELANTAN,TUMPAT,SMK WAKAF BHARU,SEMESTER 1,SAINS SOSIAL,"BI (MUET), PA, BM, EKO, KMK, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, BM, KMK, SV, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, BM, PP, SEJ, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, KMK, PP, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, KMK, SV, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, EKO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, SV"
